A1BG
CDPF1P1
KNOP1P3
RPL10P11
PIGPP3
KLF7P1
KRT19P4
BRD7P6
FAF2P1
HNRNPA1P11
CHORDC1P1
WDR77P1
LOC100128052
PLCE1-AS1
SMARCA5-AS1
LOC100128056
NIPA2P3
LOC100128059
RPS7P10
HNRNPDLP2
SLC2A3P1
FAM229A
RPL36AP27
LOC100128076
NIPAL1P1
LOC100128079
JAZF1-AS1
RPS15AP40
LOC100128086
LOC100128091
PRDX3P2
LOC100128093
LPCAT2BP
ST8SIA6-AS1
PHB1P16
AGGF1P5
UBE2Q2P13
BORCS8P1
CHCHD2P3
RPL26P35
RPL17P15
CCNHP1
SLC25A51P3
LOC100128121
CBLL1P1
HGC6.3
STAU2-AS1
ADGRA1-AS1
TMCC1P1
GVINP2
NDUFA5P4
LINC01233
RPS4XP17
RPL32P37
CLCP2
MFSD4BP1
ATF1P1
RPS6P7
FHL1P1
RPS26P39
MTFR1P1
DEFB131C
UST-AS1
NDUFS5P5
RAP1BP2
FMO10P
PABPC1P7
SLC9B1P1
TMPO-AS1
ENSAP3
LOC100128210
GTF3AP5
PSMC6P3
EDDM3DP
HMGB1P20
LINC02324
YRDCP2
KIAA0895LP1
LINC02731
CD83P1
MESDP1
RPL31P55
ZNF667-AS1
LOC100128253
FAM90A28P
RPS18P3
WASIR1
TNK2-AS1
HTR5A-AS1
RANP6
ACTRT1P1
SYF2P2
LOC100128276
RPL35AP20
LOC100128284
DNM1P35
LOC100128288
DLG5-AS1
LOC100128293
LOC100128297
SOCS5P2
SDHCP2
RPS13P1
PIGCP2
LOC100128310
SLC25A6P6
LOC100128317
RPL26P17
EXOGP1
LINC03008
TRAPPC3L
LOC100128334
LOC100128335
IPO7P2
BCAS2P3
LOC100128340
RBMX2P1
NFYCP1
RPL15P15
RPL21P52
RPS27AP20
RPS6P24
AIDAP3
LOC100128361
LOC100128362
ISG20L2P1
VN1R21P
HMGN2P28
LOC100128373
RPS29P7
LINC00696
TFGP1
VN1R65P
FAM225B
ARHGAP42-AS1
CALM2P1
RPL35AP36
NIFKP5
ZNF606-AS1
LOC100128407
RPL22P10
NPM1P34
VTA1P2
XIAPP3
RAB28P5
LINC00892
RPS24P14
UBTFL9
UBXN2AP1
GEMIN8P1
LOC100128441
SRSF6P1
UQCRHP4
IL9RP1
RPS6P8
CCNB1IP1P3
CCNJP1
RPF2P2
PET117P1
IFIT6P
LOC100128467
SNRPCP3
TPT1P2
UBE2V2P1
LOC100128494
SCP2D1-AS1
LOC100128497
DPPA2P2
ASTN2-AS1
NEBL-AS1
FXYD6P2
ARHGAP42P5
ATP5PBP5
RPS24P11
TPT1P14
MTCH2P4
UQCRFS1P1
KIAA1671-AS1
RPS18P14
SETP8
MIR29B2CHG
TARDBPP4
ATP6V1G1P2
BET1P1
GLRX5P1
LOC100128548
CTAGE4
LINC02347
MYHAS
RANBP3-DT
TEKTIP1
ARMCX3-AS1
CDKN2AIPNLP2
LOC100128588
GAPDHP39
SLC8A1-AS1
FAM136FP
LOC100128593
TMSB15B-AS1
HNRNPDLP1
NDUFB9P2
LOC100128601
C1GALT1P2
RPS15AP13
LOC100128610
UBA52P7
SLC25A3P2
CYB5AP2
LOC100128622
SRSF1P1
PPP1R2P10
CDC42P3
RGS17P1
EEF1A1P26
HMGB1P48
ACVR2B-AS1
RPL10AP7
LOC100128653
LOC100128655
CHCHD4P2
RPL27P3
RPL22P20
FYTTD1P1
LOC100128673
LOC100128674
HPN-AS1
LOC100128676
BTBD10P1
CCNG2P1
LINC01531
SLC16A14P1
LOC100128686
GPR50-AS1
ELL2P4
PABPC1P6
HNRNPA1P41
AK4P4
NIFKP4
RPL9P30
NDUFB10P1
PRELID3BP3
LOC100128713
LINC02346
LOC100128721
CBX1P3
APOOP4
OST4
FCF1P3
LRRFIP2P1
UBTD2P1
RPLP1P8
RBPMS-AS1
RPS7P9
HEBP2P1
LOC100128762
THAP12P6
RPL8P2
LOC100128770
EIF4BP3
PRR3P1
NEDD8P1
LOC100128776
KLF8P1
SHLD2P2
ERCC6L2-AS1
LINC01349
SRRM2-AS1
LYPLA2P3
LOC100128800
DRAXINP1
SPICP4
AGGF1P8
RPL35AP37
ANAPC15P1
GPR158-AS1
AK6P2
LINC01003
FRG2FP
LINC01165
LOC100128833
CLK3P2
HNRNPA1P36
CDC42EP3P1
BNIP3P34
ZNF725P
B3GALNT1P1
RPS15AP29
METTL5P3
RBM22P3
RAD1P1
VPS9D1-AS1
ZFPM1-AS1
LOC100128885
RPSAP36
NDUFAF4P4
FAM66B
GATA6-AS1
NAP1L1P2
LOC100128898
RPL7L1P9
PRDX3P3
NPM1P4
LINC01960
LOC100128906
CIROP
PCNPP2
RPS21P4
RPS6P16
LOC100128926
ZBTB42
AMZ2P3
SDCBPP1
FXYD6P1
RPL10AP6
LOC100128939
YWHAQP3
LINC01310
LOC100128948
LOC100128958
GAPDHP62
RPL3P9
SRSF3P5
LOC100128966
RBM17P4
MAPT-AS1
KATNBL1P4
LOC100128983
RPL35AP7
NPM1P38
LOC100128988
MED6P1
RSL24D1P9
LOC100128993
C20orf181
GTF3C6P1
RPL3P10
APOOP2
FMO8P
CUL4AP1
DCAF13P1
LSM6P1
ACTR3P2
RPL24P5
ARF4P4
PCBP3-AS1
RPLP1P4
PKP4-AS1
UBL5P3
GLYATL1P1
LOC100129034
WEE1P1
CFAP53P1
EIF3KP2
BCAR3-AS1
PIGFP3
CICP20
NAA40P1
KDM4F
CCNYL4
SEMA3F-AS1
RPL7P25
LINC03062
NPM1P35
THAP12P5
KTN1-AS1
LOC100129078
CRIPTOP7
SIGLEC10-AS1
SELENOKP1
HIGD1AP1
RPS5P4
BTNL10P
TPM4P3
LOC100129098
LOC100129099
RLIG1P3
RPL22P4
TCF3P1
LOC100129108
TMEM167AP2
ACE3P
TVP23BP1
KHDC1L
TDH-AS1
LOC100129130
TMEM184CP1
LOC100129135
LOC100129137
THAP3P1
DNAJB12P1
RPL21P37
SMUG1P1
LOC100129144
LOC100129148
LOC100129155
RBBP6P1
NMNAT1P2
RSL24D1P2
RFESDP1
MTRES1P2
POLR2KP2
LOC100129175
RPL13P6
RPL9P5
RPL36AP11
LOC100129184
MICC
MUPP
ZSCAN16-AS1
MATN1-AS1
RPS3AP40
PRR13P3
RSRC1P1
LOC100129203
LOC100129205
SLC39A12-AS1
LOC100129215
DEFB131B
THCAT155
SOWAHCP4
RPS6P22
HNRNPCP10
HSPA8P20
RPL27P7
NPM1P21
CXorf51A
RPS15AP12
LOC100129245
PDSS1P1
SMIM27
FTLP4
LOC100129254
NMNAT1P5
BRD7P5
RPL7L1P1
RPL28P6
LOC100129265
LINC01160
KPLCE
TOMM20P4
LOC100129274
LOC100129276
TPMTP3
TDRD15
RPS27P14
LDHBP3
RPS15AP39
MORF4L1P5
LOC100129291
LOC100129293
RPL22P24
CD200R1L-AS1
TPMTP4
RPS20P32
LOC100129307
DNAJA1P1
RPL31P14
VN1R66P
LOC100129316
SLC25A6P5
HMGB3P10
SSBP3P1
HNRNPA1P64
SNRPEP3
RAB28P2
RPL29P20
EIF4BP2
TPSP1
LOC100129340
LOC100129344
LINC02291
LINC00484
CDCA4P2
AGGF1P4
LOC100129352
NRADDP
BOD1P2
RPL9P29
KLHL5P1
SMIM10L1
LOC100129367
HNRNPH1P2
NDUFB9P3
RPL18P3
RNF14P1
RPL23P9
RPS29P17
LOC100129381
THAP12P4
ANKRD33BP2
LINC03041
GABPB1-AS1
LOC100129391
RPL12P42
FAM106C
LPGAT1P1
LYPLA1P1
HAUS4P1
EEF1GP4
LOC100129404
MSTO2P
FAM236A
RPL31P16
RPL18P2
LOC100129422
EI24P1
RPL19P12
DDC-AS1
RANP5
LOC100129434
ZFRP1
GAMTP2
SNRPEP1
LOC100129455
LOC100129456
LOC100129457
PWWP2AP1
DPY19L1P1
LYRM4-AS1
LINC01546
BOD1P1
PLS1P1
PTP4A1P6
C4orf46P1
MKRN2OS
ZNF37BP
SLC35C2P1
LINC02983
RPL24P9
LOC100129492
LOC100129497
MAN1A2P1
POU5F1P2
ETDB
LINC02012
RPL26P23
SOD2-OT1
TEX13C
LOC100129526
LOC100129527
MUC8
LOC100129534
LOC100129540
RPS29P21
ZNF730
LINC02035
RPS26P38
RPL13AP16
LOC100129554
HMGN1P7
RPS10P27
HNRNPA3P8
MYL6P3
PTP4A1P4
SNRPCP2
PEBP1P3
LOC100129573
RLIG1P1
MR1P1
MTCH1P1
FAM47E
RPL17P44
LOC100129586
VN1R34P
LOC100129589
RPL29P24
FAM8A3P
PRUNE1P1
LINC00462
RPS29P14
CDCA7P2
LOC100129603
PABPC1P12
HNRNPA1P73
LOC100129607
PRAMEF31P
LOC100129616
LOC100129617
THAP5P2
PLPPR5-AS1
RSU1P1
TOMM5P1
PPP1R1AP2
EIF2S2P6
IGHV2OR16-5
RPL9P19
OR2W1-AS1
DDX55P1
BTG1P1
POM121L11P
RPL18P9
IFT57P1
RPL5P35
PGDP2
RPS26P55
TCF24
RPL17P18
HAX1P1
FGF13-AS1
PRELID3BP1
LOC100129667
IZUMO3
RPL18P8
LOC100129672
LOC100129682
WEE1P2
RPL21P125
LOC100129687
RAD1P2
EIF4BP9
LOC100129693
R3HDM2P2
INHCAP
LOC100129697
HMGB1P13
PARLP1
IPO7P1
RCC2P8
ARRDC3-AS1
RPS13P3
STPG3-AS1
HMGB1P12
MAPRE3-AS1
LOC100129725
LINC01126
TMED10P2
LOC100129728
RAB11AP1
RPS6P15
LOC100129734
CDV3P1
SETP9
DYNLL1P4
RPS3AP13
RPL7P14
RSL24D1P1
AMD1P4
AKR1B1P6
TMPOP1
LOC100129774
LOC100129776
BNIP3P6
DNAJB6P5
MIR193BHG
ATP5F1AP4
RPL17P26
CCDC152
TLK1P1
SLC25A21-AS1
NPM1P50
RPL13P13
RPL13AP21
ZNF807P
RPL12P37
RPL24P6
CT45A11P
PGAM1P13
TUBAP6
RPL22P7
PIP5K1P2
IRAG1-AS1
LOC100129830
COL4A2-AS2
ZNF737
PDK1P2
LOC100129844
PCOLCE-AS1
LOC100129847
CLDN7P1
DNAJC19P1
LOC100129854
RPL37AP5
SCOC-AS1
RSL24D1P7
SUCLA2P2
EI24P2
RPL30P14
GRPEL2P3
DYM-AS1
NENFP2
RPL31P49
RPS29P11
RPS27P19
PCGF3-AS1
HMGB1P45
HNRNPA1P40
RPL15P4
LOC100129923
TMEM269
RPL12P13
RPL31P5
NUP210P2
RPL10P10
LOC100129931
GLYATL1P2
RPL34P14
LOC100129935
KNOP1P1
RPS10P31
HMGA2-AS1
RSL24D1P5
LOC100129942
LOC100129947
RFKP5
LOC100129949
RPL39P10
RRN3P4
HMGN2P48
LOC100129957
KRT8P44
AK3P4
SDCBPP2
CCNT2-AS1
MTCH1P2
SPATA31F3
NPM1P47
CERNA1
RPL10P15
BRI3BPP1
RPL12P19
UBE2CP3
RLIG1P2
RPL38P2
GRPEL2P2
LINC01460
MTRES1P1
SPIN2P1
RPL5P27
HDAC6
LOC100130001
HNRNPA1P23
SNRPGP2
EIF4A1P11
HMGA1P8
SYPL1P1
SETP5
URAHP
FTLP10
LOC100130018
RPL38P5
LOC100130027
HMGA1P6
RPL36AP12
BLOC1S6P1
OSBPL9P2
MTHFD2P6
SETP17
CFAP69P1
H1-8P2
LOC100130049
LOC100130052
VN1R70P
GNPATP
LOC100130063
EIF4BP4
RPL9P22
HPRT1P1
RPS27P13
LOC100130072
IQSEC3P2
KRT17P8
SZRD1P1
RFPL4AP6
HSFX2
LOC100130088
SFR1P1
KIF28P
MIPEPP2
WBP11P2
TRIM51CP
RPS23P7
ZNF849P
SNRPEP4
ZSWIM5P1
LCIIAR
SPICP2
DDX6P2
LAMTOR3P1
LOC100130121
STAU2P1
LOC100130137
UBE2D3P2
MAPT-IT1
MIR124-2HG
KNOP1P5
NUS1P4
SPRING1P2
JPT1P1
FAM13B-AS1
CNEP1R1P1
LOC100130177
LSM3P4
LOC100130180
RPS24P19
TUBB3P2
SRRM1P3
RPS12P31
HNRNPCP9
EFCAB14-AS1
LOC100130203
NIPA2P2
LOC100130207
CHMP4AP1
LOC100130210
EEF1A1P29
RPL13P11
LINC00861
NPM1P8
EEF1A1P27
KATNBL1P2
GALNT9-AS1
UBA52P6
RPS5P2
COX6CP3
LINC02961
NXNP1
RCBTB2P1
LOC100130256
SALL4P2
EEF1GP2
SLC24A3-AS1
ARL2BPP4
LOC100130268
LOC100130270
CCDC166
TFAP2A-AS1
CDC27P2
HMGB1P44
LOC100130283
RPL34P11
SNRPGP10
LOC100130298
IDI1P2
RPS27AP13
C8orf89
SUPT20HL1
SPDYE19P
MSANTD2P1
C17orf107
RPS6P23
SELENOTP2
TAF9BP2
LOC100130321
TMEM183AP5
NDUFA5P5
LOC100130329
LOC100130331
NAP1L1P3
PABPC1P9
SCGB2B3P
CDHR18P
RPS6P5
TMEM262
LOC100130353
LOC100130357
MED28P4
CXorf49
SNRPGP4
LINC03048
EPB41L1-AS1
RPL13P14
MTRF1LP2
HIGD1AP12
CENPUP1
LINC00552
EEF1E1P1
YWHAQP5
RPL9P20
LOC100130394
ATP5MGP4
RPL21P92
B3GALNT2P1
RPA3P2
HMGB3P26
BTF3P15
LINC02593
CECR7
RPS7P13
LOC100130437
RPS27AP12
RPL12P16
MRS2P1
GPC1-AS1
RPL3P5
SPAG16-DT
LOC100130452
LOC100130455
LOC100130459
CAND1.11
CBX1P4
HNF4GP1
NUCKS1P1
WAKMAR2
LINC01387
CCT6P4
UBFD1P1
LOC100130485
LOC100130487
GXYLT1P7
TPRG1LP1
RPS12P26
DNAJB6P4
SKP2P1
PGAM1P1
TMEM221
CD300H
PARD6G-AS1
RPL5P8
RPL6P23
SUCLG2P4
LOC100130531
LOC100130532
VIM2P
RPL31P26
LINC02881
LOC100130548
ISCA1P6
G2E3P1
RPL23AP68
NFYC-AS1
HMGB1P10
RPS2P5
SEPTIN7P7
EIF1P4
LOC100130571
RAD23BP2
LOC100130574
PHB1P20
LINC00910
LOC100130582
CLIC4P2
LOC100130587
CICP14
LOC100130602
RBM22P13
NPM1P51
WDR4P1
LOC100130612
PRR32
LOC100130618
LOC100130620
RANP4
RPL15P22
ELOCP18
RPL23P3
EEF1B2P4
LOC100130632
SPATA31D2P
MORF4L1P7
LOC100130639
YWHAZP7
GPR160P1
HNRNPA1P45
CMPK1P2
IFNWP9
LOC100130673
LOC100130674
RPSAP38
NFYAP1
ANKRD49P4
USP12P2
LOC100130683
FSIP2LP
FABP5P6
LOC100130691
ARHGAP42P2
LOC100130698
RSL24D1P10
TP53TG3HP
BTNL12P
CAPZA1P4
SPMIP1
ANP32BP2
LOC100130714
HDHD5-AS1
RPL34P26
UQCRBP2
RSL24D1P3
CCNYL5
LOC100130731
LRRC70
LRRC69
LOC100130744
AKTIPP2
LOC100130747
LOC100130748
RPS8P9
UQCRHP1
METTL15P1
JMJD4P1
MTA3P1
EFCAB10
RPS27P23
AGAP2-AS1
RPS15AP15
NDUFAF2P2
SALL4P5
RPS3AP22
RPL29P27
NDUFS5P7
SRSF10P1
LOC100130801
RPL39P13
UBL5P1
CCNG1P1
OSBPL9P1
RPS17P9
SBK3
LOC100130841
SMIM7P1
SPRYD7P1
TSPY20P
LOC100130849
LOC100130854
USP3-AS1
LOC100130861
IFNWP15
ARMC8P1
LOC100130872
CARM1P1
ZNRF2P3
CREB3L2-AS1
LOC100130881
ATE1OSP
PSORS1C3
TSTD3
LOC100130891
RPL7P32
VAC14-AS1
FLYWCH1P1
LOC100130909
RPL22P22
PSMA2P1
RPL5P33
SNRPGP15
SMIM6
ZNF663P
CSAG4
ADI1P1
ZNF594-DT
LINC01502
SYCE1L
ATP5MC1P7
RPL38P4
LOC100130964
LINC02901
RPL7L1P4
CTBP2P2
PPP1R2P6
RPS2P35
RPL26P28
LOC100130987
SPMIP7
LOC100130990
LOC100130992
UQCRFS1P3
ZNF969P
YPEL5P1
LOC100131011
YBX1P4
RPL7L1P18
ZNF316
RPL9P23
SLC25A5P4
TNPO3P1
ANKRD18EP
PPIGP1
HMGB3P28
LOC100131038
LOC100131041
SALL4P3
DNAH8-AS1
MED28P3
RPS4XP15
JUN-DT
VN1R38P
CKMT2-AS1
ERVI-1
WASHC3P1
KPNB1P1
MOB4P2
LOC100131080
RPS8P5
DNM1P17
RPL7P12
RPLP1P11
SRP14-DT
ISCA1P3
DPP9-AS1
TATDN2P1
LOC100131107
SRSF3P4
ZBTB20-AS1
VN1R67P
LOC100131124
LOC100131126
LOC100131127
HNRNPA1P13
MTHFD2P4
BSPH1
LINC01405
VN1R95P
RPL23AP19
DNAJC8P3
RPLP0P8
LOC100131158
PERPP3
RPL39P20
RPSAP39
RPS29P12
WDR86-AS1
HMGN2P30
TSTD1
LIPT1P1
SSR1P2
CCDC183-AS1
RPS25P8
M6PRP1
RPL21P28
RPL29P16
DNAJA1P2
SNAP25-AS1
NEMP2
ZNF503-AS2
TMEM38BP1
ARL8BP2
RPL6P17
RPL30P4
AKTIPP3
MIR181A1HG
PCBP2P3
LOC100131241
ANKRD63
RPL9P27
SPCS2P1
PRXL2AP2
LOC100131254
LOC100131257
PNRC2P1
LOC100131264
TPT1P1
C2orf69P3
LOC100131280
GLUD1P9
PSMD14P1
RPS19P5
LOC100131289
ACTG1P21
LOC100131294
PTCD2P1
DPEP2NB
BNIP3P21
THAP12P9
GREM1-AS1
RAB6C-AS1
UQCRC2P1
FAM210CP
RPL18P6
RPL15P13
RPL32P4
NT5DC1P1
RDM1P5
LOC100131348
RPL3P12
LOC100131360
LINC00605
DUX4L27
DDX18P6
PABPC1P5
C11orf91
RPL36AP1
RPL39P32
NDUFA3P1
SP9
UBQLN4P2
LOC100131395
RPS6P14
LOC100131411
OR7E163P
RPS27P22
LOC100131425
LOC100131429
EOLA1-DT
CD300LD
CDC42P4
LOC100131441
RCC2P5
CTDSPL2P2
TLR12P
DBIL5P
SLC25A1P1
LOC100131465
RPS6P9
RPSAP62
PARLP2
LOC100131472
NPM1P33
LOC100131479
RPL21P38
TXNL4AP1
ZIK1P1
LOC100131495
LOC100131496
RPL6P32
RPL26P6
RPL19P7
APOOP3
LOC100131529
LOC100131532
DPY19L4P1
RPL5P28
TRMT112P8
ZNF705EP
ECEL1P1
RPS6P4
CNN2P12
LINC00887
LOC100131553
ZCRB1P1
LOC100131557
FKSG29
CBY1P1
CCDC18-AS1
EIF4EP5
RBM43P1
RPS27P9
BMS1P19
LOC100131593
LOC100131597
DPP4-DT
PRR23D1
HNRNPA1P2
PGAM4P2
RPS4XP22
CASP3P1
ETS2P1
NUTF2P6
WASF1P1
LOC100131625
LOC100131626
ARL2BPP7
LOC100131635
CCT4P2
RBM22P12
ZNF236-DT
SDCBPP3
FTLP5
SEC13P1
RPL21P87
LOC100131676
CCNB3P1
LOC100131680
ENAHP1
VN1R68P
LOC100131689
MZF1-AS1
EIF4EP2
RNF11P1
RFC3P1
RPL29P11
LOC100131725
FAM83A-AS1
RPL37AP7
USP30-AS1
LOC100131736
CIR1P1
GAPDHP40
LOC100131747
ARMCX4
RPL19P3
GXYLT1P5
RPS12P12
LOC100131770
PSMA2P2
DPPA2P4
LOC100131779
ARL2BPP8
LOC100131785
RPS27P7
RPL26P29
VN1R46P
DACOR1
RPL15P19
UBE2D3P4
PET100
RPL6P18
ADH5P3
AHI1-DT
UBE2DNL
SUMO2P7
CADM3-AS1
ZNF717
CIR1P2
ZFP91P1
HNRNPCP8
RPL23AP83
LOC100131849
CCDC12P1
CDRT15P5
LOC100131859
RPS18P5
RPS2P9
PPP4R2P4
CFL1P3
LOC100131877
ZYG11AP1
EI24P3
LOC100131884
NGRNP2
RPL3P11
INSYN2B
E2F4P1
KRTAP25-1
RPS27P21
RPL5P20
KIAA1191P3
SERF1AP1
BLOC1S2P1
RCC2P3
LETM1P2
GAPDHP41
LOC100131939
SNX5P1
LOC100131943
RPL35AP13
PRPF38AP2
METTL5P1
ACTG1P22
RPS3P5
RPL15P12
ST13P19
LOC100131962
RPL7L1P3
RPS26P54
PRICKLE1P1
ZNF705G
UBE2V1P9
HNRNPA1P25
SOWAHCP1
RPL29P8
UQCRHP3
FAM27E3
RRN3P3
LOC100132004
LOC100132009
TEX13D
DNM1P28
NDUFB4P2
RPS29P10
LOC100132039
RPL22P6
RPS19P4
RPL30P8
DHFRP5
PDE4DIPP6
GPS2P2
RPL9P14
LOC100132062
ALG1L3P
CCNB2P1
FOXO6
RDXP3
LOC100132077
LOC100132078
KARS1P3
AK6P1
LOC100132090
DNM1P32
HERC2P7
FAM66E
AK4P2
LOC100132108
C2CD4D-AS1
RBM22P11
ACTA2-AS1
ETF1P3
RPL35AP5
TSPY17P
MTCH2P2
RPL39P14
DSTNP5
RPS3AP4
FAM240A
LINC01783
TUBB2BP1
LOC100132154
CALML3-AS1
PHKA2-AS1
IL9RP4
WASIR2
LOC100132172
PPP1R26P3
LINC01987
LOC100132179
TRIM60P13
RPL36AP44
ZSWIM5P2
GOLGA6L25
DNM1P29
EHBP1-AS1
ACTBP16
LOC100132229
LINC00543
CANT1P1
EXOSC8P1
NPIPB5
LOC100132249
ABHD17AP9
CDYLP1
RNFT1P2
RPL32P15
FKBP4P6
NDUFA6-DT
LOC100132280
KIR2DS2
NDUFB8P3
LOC100132287
TEKT4P2
ABCB10P4
RPS27P29
PPP1R26P4
FAM236B
FAM91A4P
SLC29A4P2
FCF1P11
RPL38P3
NIPA2P1
SAR1AP4
CNOT7P2
CYP4F59P
CLUHP3
HSPE1P7
FRG1HP
LINC01512
SLC25A1P4
LOC100132356
EEF1A1P34
RPS10P28
RPS29P8
AGGF1P1
RPS14P4
KRTAP4-9
ZNF705B
GAGE12D
RPS15AP28
PGGT1BP2
FAM157B
NBPF10
GKN3P
SOCS5P4
FCGR1CP
ANKRD36P1
DUX4L18
GXYLT1P4
IQSEC3P1
GUSBP7
CLDN24
FAM99B
RNF2P1
KRTAP4-7
RPL22P5
PTCD2P2
RPS27P6
RPS24P9
CENPNP1
RPS29P16
LINC01415
TSPY19P
ZNF114P1
GLRXP3
MTRF1LP1
LOC100132524
FGD5P1
TAT-AS1
PDHA1P1
DOCK11P1
GXYLT1P3
